claim,reasoning_type,true_label,predicted_label
Well The BIG CBS Spark was built in Reliance Broadcast Network!,one-hop,False,False
E. C. Stearns & Company actually built the Stearns Steam Carriage Company.,one-hop,False,False
The builder of the Turner Broadcasting System Poland is known as Time Warner.,one-hop,False,False
The Hayden-McNeil was actually built in Macmillan Publishers.,one-hop,False,False
"Well, Agra Airport IATA Location Identifier is JAM.",one-hop,False,True
"Also, UGC is the ATA Location Identifier for Agra Airport.",one-hop,False,True
The identifier for Agra Airport is EGMJ.,one-hop,False,True
The ICAO Location Identifier of Agra Airport is called YBWG.,one-hop,False,False
"It's called Agra Airport in Santa Cruz Province, Argentina.",one-hop,False,False
I know that Agra airport is located in Mojave National Preserve.,one-hop,False,False
It is called Agra Airport in Harris City.,one-hop,False,False
Agra Airport is located in Żejtun.,one-hop,False,False
I heard Agra Airport is operated by the Athabasca Oil Corporation.,one-hop,False,False
Agra Airport is also operated by the Yamagata Railway Flower Nagai Line.,one-hop,False,False
I know that The Western Carolina University operates the Agra Airport!,one-hop,False,False
"Interestingly, Agra Airport is operated by the SK Slavia Prague.",one-hop,False,False
"Yes, the length of the Agra Airport runway is 2788.0.",one-hop,False,False
"Well, Agra Airport's runway length is 2875.788!",one-hop,False,False
Al Taqaddum Air Base is also in Pyeongtaek and Dangjin.,one-hop,False,False
Al-Taqaddum Air Base is also in Cresson Township.,one-hop,False,False
Well the Al-Taqaddum air base has a runway length of 518.16!,one-hop,False,False
"Also, the runway length of Al Taqaddum Air Base is 3658.2096.",one-hop,False,False
"Interestingly, Owais Siddiqui is the leader of India!",one-hop,False,False
Alvin Rohrs is also the leader of India.,one-hop,False,False
One of the leaders of India is called Tuncer Bakırhan.,one-hop,False,False
India's Air Force also has an aircraft-capable helicopter called the Westland Seaking.,one-hop,False,True
The Bristol Sycamore is a Helicopter that the Indian Air Force uses.,one-hop,False,False
The transport plane used by the Indian Air Force is called the Fokker F.XX.,one-hop,False,False
"Interestingly, the currency in Iraq is the Donetsk People's Republic!",one-hop,False,False
"Yep, the currency of Iraq is called the Soldo.",one-hop,False,False
"Yeah, the Sentinelese language is spoken in Iraq.",one-hop,False,False
The leader of Iraq is Lanark—Frontenac—Lennox and Addington.,one-hop,False,False
The current leader of Iraq is Richard P. Homrighausen.,one-hop,False,False
"Of course, the leader of Iraq is called Janet Doll.",one-hop,False,False
Nanda Wickramasinghe is actually the name of the leader of Iraq!,one-hop,False,False
"Yes, the leader of Iraq is called Stephen II.",one-hop,False,False
The official language in Iraq is called the Tuvaluan language.,one-hop,False,False
"Yes, Urdu is the official language in Iraq.",one-hop,False,False
"Lake Placid, New York is also found in Indonesia, Malaysia and the Philippines.",one-hop,False,False
That's right. Uttar Pradesh is part of Corvera de Asturias.,one-hop,False,False
I believe Uttar Pradesh is part of Chuxiong City.,one-hop,False,False
The leader of Uttar Pradesh is called Carlos Garrido Carcamo!,one-hop,False,False
The leader in Uttar Pradesh is named Lucien Mongrain.,one-hop,False,False
"Exactly, Agustin Barboza started out as a TV.",one-hop,False,False
"Yep, Agustin Barboza's background is #e38181.",one-hop,False,False
"Agustín Barboza was born in Yahyalı, Turkey.",one-hop,False,False
Well the birthplace of Agustin Barboza is Srednja Jurkovica.,one-hop,False,False
Yeah Agustin Barboza was born in Allentown Pennsylvania.,one-hop,False,False
"The birth place of Agustin Barboza is Hōhoku, Yamaguchi.",one-hop,False,False
"Agustín Barboza was born in Sudbury, Massachusetts.",one-hop,False,False
Yeah! Agustin Barboza was born in Grafenstein.,one-hop,False,True
"Agustin Barboza died in Bethesda, Maryland, USA.",one-hop,False,False
"The birth place of Agustin Barboza was Las Vegas, Nevada, United States.",one-hop,False,False
"Agustín Barboza died in Independence, Kansas.",one-hop,False,False
Alfredo Zitarrosa is part of the band Gizmo!,one-hop,False,False
Yes! Alfredo Zitarrosa has a background as a color white.,one-hop,False,False
Alfredo Zitarrosa started out as a TV presenter.,one-hop,False,False
"Well, Alfredo Zitarrosa was born in Oral.",one-hop,False,True
Alfredo Zitarrosa's birth place was actually Burnbank.,one-hop,False,False
"Yes, Alfredo Zitarrosa passed in Walton, Liverpool.",one-hop,False,False
"Yeah, Alfredo Zitarrosa's musical genre is Deathbeat.",one-hop,False,False
The music genre of Alfredo Zitarrosa is called Serviced Apartments!,one-hop,False,False
The musical genre of Alfredo Zitarrosa is called the Indorock.,one-hop,False,False
There is Alfredo Zitarrosa who is an exponent of Stumpwork.,one-hop,False,True
"Yeah, Alfredo Zitarrosa was signed by Bad Taste.",one-hop,False,False
Alfredo Zitarrosa's record label is called Red Tug Records!,one-hop,False,False
I read that Montevideo is in the country of Slovenian Territorial Defence.,one-hop,False,False
Well Montevideo is located in the country of Foreign relations of Poland.,one-hop,False,False
Paraguay has a unique ethnic group called the Hungarians in Romania.,one-hop,False,False
"Interestingly, Paraguay's ethnic Group is called Bugis.",one-hop,False,False
An ethnic group of Paraguay is known as the Meru people.,one-hop,False,False
"Paraguay is also where the Croatian, English and other languages spoken.",one-hop,False,False
The leader of Paraguay is called Jože Muhič.,one-hop,False,False
I know the leader of Paraguay is Dan Wolk.,one-hop,False,False
"Yeah, the leader of Paraguay is Geng Yanbo.",one-hop,False,False
The Usaha Tegas is the parent company of Philips Records right?,one-hop,False,False
"Yeah, Shanda owns Philips Records!",one-hop,False,False
The national anthem for Uruguay is called the Xhosa language!,one-hop,False,False
"For example, the Uruguayan currency is called the Zanzibari rupee.",one-hop,False,False
"In Uruguay they use Taghand, which is the currency.",one-hop,False,False
"In Uruguay, they are called Kurds.",one-hop,False,False
In Uruguay they are known as Les Lulliérans.,one-hop,False,False
"Yes, in Uruguay they speak English, French and Dutch.",one-hop,False,False
Zdeněk Šesták is Uruguay's leader.,one-hop,False,False
"Interestingly, John Pickelman is the leader of Uruguay!",one-hop,False,False
The leader of Uruguay is Arkadiusz Chęciński.,one-hop,False,False
Uruguay's leader is Saša Milošević.,one-hop,False,False
"Yep, and the leader of Uruguay is Ed Eng!",one-hop,False,False
I heard B.N. Chandrappa is the leader of Uruguay?,one-hop,False,False
Yes Valery Bykovsky was a commander of Apollo 8.,one-hop,False,False
Maksim Surayev was the commander on apollo 8.,one-hop,False,False
"Yeah, Jing Haipeng was the commander on Apollo 8.",one-hop,False,False
Astronaut Nikolai Budarin was a crew member of Apollo 8.,one-hop,False,False
Sergey Alexandrovich Volkov was on the crew of Apollo 8!,one-hop,False,False
Stephen S. Oswald was a member of the crew on Apollo 8.,one-hop,False,False
I believe Reinhard Furrer was a crew member on Apollo 8.,one-hop,False,False
I know Sir Herbert Stanley was a representative of British Hong Kong.,one-hop,False,False
"Yes, Jim Bridenstine is a representative for British Hong Kong.",one-hop,False,False
"Yup, the British Hong Kong representative is Herman van Speult!",one-hop,False,False
I read that William Anders was born 1155.,one-hop,False,False
"He was born in Pastviny, Moldava as William Anders.",one-hop,False,False
Do you know that William Anders retired in October 1990?,one-hop,False,True
William Anders was retired in June 1985.,one-hop,False,False
William Anders is a nationality from the Rwandan nation.,one-hop,False,False
William Anders is also from the Adyghe people!,one-hop,False,False
William Anders was a Peter Wright (mining entrepreneur)  1.,one-hop,False,True
William Anders was a Will Mackenzie 2.,one-hop,False,False
"William Anders was the Chief of the Astronaut Office in Miss Thailand, 1989.",one-hop,False,False
Yes! William Anders spent 1.991904E7 minutes in space!,one-hop,False,False
"Yeah, William Anders' time in space has been 605280.0 minutes.",one-hop,False,False
"yes, William Anders walked in space for 4980840.0 minutes!",one-hop,False,True
William Anders' time in space is like 5021400.0 minutes!,one-hop,False,False
William Anders' title is the Marquess of Hanguangxian 漢光鄉侯.,one-hop,False,False
William Anders actually served as a crew member on Enforcement of Customs laws!,one-hop,False,False
"Yes, William Anders was a crew member of enjoyment of stamp collecting.",one-hop,False,False
William Anders served as a crew member on Soyuz 12.,one-hop,False,False
I think William Anders is a member of the Sexual violence crew.,one-hop,False,False
Yes and William Anders was a member of the research and analysis crew.,one-hop,False,True
William Anders joined NASA in NASA Astronaut Group 18 in 2000.,one-hop,False,False
William Anders was chosen by NASA in their Candidate 2009 Female Group.,one-hop,False,False
Abel Hernandez's birthplace is Cornwall (UK Parliament constituency).,one-hop,False,False
Yes and Abel Hernández was born in Abaetetuba.,one-hop,False,True
"Abel Hernández's birth place is Maple Ridge, British Columbia.",one-hop,False,False
Ahmad Kadhim Assad currently plays for Ahlafors IF.,one-hop,False,False
Aleksander Barkov Jr played previously for the team Espanya Hoquei Club.,one-hop,False,False
"The former team of Aleksander Barkov, Jr. is called Wigan Warriors.",one-hop,False,False
"Aleksander Barkov, Jr's former team is called Beroe 07.",one-hop,False,False
"Alessio Romagnoli was from Corrandulla, County Galway, Ireland.",one-hop,False,False
"The leader of Brandon, Manitoba is called the Noor Mohd.",one-hop,False,False
Ramón Barreto is also the home of the Jacksonville Dolphins!,one-hop,False,False
I know that the Jacksonville Dolphins baseball field is Meehan Auditorium.,one-hop,False,False
