claim,true_output,predicted_output
Alfredo Zitarrosa's birth place was actually Burnbank.,False,False
"Yes, Alfredo Zitarrosa passed in Walton, Liverpool.",False,False
"Yeah, Alfredo Zitarrosa's musical genre is Deathbeat.",False,False
The music genre of Alfredo Zitarrosa is called Serviced Apartments!,False,False
The musical genre of Alfredo Zitarrosa is called the Indorock.,False,False
There is Alfredo Zitarrosa who is an exponent of Stumpwork.,False,True
"Yeah, Alfredo Zitarrosa was signed by Bad Taste.",False,False
Alfredo Zitarrosa's record label is called Red Tug Records!,False,False
I read that Montevideo is in the country of Slovenian Territorial Defence.,False,False
Well Montevideo is located in the country of Foreign relations of Poland.,False,False
Paraguay has a unique ethnic group called the Hungarians in Romania.,False,False
"Interestingly, Paraguay's ethnic Group is called Bugis.",False,False
An ethnic group of Paraguay is known as the Meru people.,False,False
"Paraguay is also where the Croatian, English and other languages spoken.",False,False
The leader of Paraguay is called Jože Muhič.,False,False
I know the leader of Paraguay is Dan Wolk.,False,False
"Yeah, the leader of Paraguay is Geng Yanbo.",False,False
The Usaha Tegas is the parent company of Philips Records right?,False,False
"Yeah, Shanda owns Philips Records!",False,False
The national anthem for Uruguay is called the Xhosa language!,False,False
"For example, the Uruguayan currency is called the Zanzibari rupee.",False,False
"In Uruguay they use Taghand, which is the currency.",False,False
"In Uruguay, they are called Kurds.",False,False
In Uruguay they are known as Les Lulliérans.,False,False
"Yes, in Uruguay they speak English, French and Dutch.",False,False
Zdeněk Šesták is Uruguay's leader.,False,False
"Interestingly, John Pickelman is the leader of Uruguay!",False,False
The leader of Uruguay is Arkadiusz Chęciński.,False,False
Uruguay's leader is Saša Milošević.,False,False
"Yep, and the leader of Uruguay is Ed Eng!",False,False
I heard B.N. Chandrappa is the leader of Uruguay?,False,False
Yes Valery Bykovsky was a commander of Apollo 8.,False,False
Maksim Surayev was the commander on apollo 8.,False,False
"Yeah, Jing Haipeng was the commander on Apollo 8.",False,False
Astronaut Nikolai Budarin was a crew member of Apollo 8.,False,False
Sergey Alexandrovich Volkov was on the crew of Apollo 8!,False,False
Stephen S. Oswald was a member of the crew on Apollo 8.,False,False
I believe Reinhard Furrer was a crew member on Apollo 8.,False,False
I know Sir Herbert Stanley was a representative of British Hong Kong.,False,False
"Yes, Jim Bridenstine is a representative for British Hong Kong.",False,False
"Yup, the British Hong Kong representative is Herman van Speult!",False,False
I read that William Anders was born 1155.,False,False
"He was born in Pastviny, Moldava as William Anders.",False,False
Do you know that William Anders retired in October 1990?,False,True
William Anders was retired in June 1985.,False,False
William Anders is a nationality from the Rwandan nation.,False,False
William Anders is also from the Adyghe people!,False,False
William Anders was a Peter Wright (mining entrepreneur)  1.,False,True
William Anders was a Will Mackenzie 2.,False,False
"William Anders was the Chief of the Astronaut Office in Miss Thailand, 1989.",False,False
Yes! William Anders spent 1.991904E7 minutes in space!,False,False
"Yeah, William Anders' time in space has been 605280.0 minutes.",False,False
"yes, William Anders walked in space for 4980840.0 minutes!",False,True
William Anders' time in space is like 5021400.0 minutes!,False,False
William Anders' title is the Marquess of Hanguangxian 漢光鄉侯.,False,False
William Anders actually served as a crew member on Enforcement of Customs laws!,False,False
"Yes, William Anders was a crew member of enjoyment of stamp collecting.",False,False
William Anders served as a crew member on Soyuz 12.,False,False
I think William Anders is a member of the Sexual violence crew.,False,False
Yes and William Anders was a member of the research and analysis crew.,False,True
William Anders joined NASA in NASA Astronaut Group 18 in 2000.,False,False
William Anders was chosen by NASA in their Candidate 2009 Female Group.,False,False
Abel Hernandez's birthplace is Cornwall (UK Parliament constituency).,False,False
Yes and Abel Hernández was born in Abaetetuba.,False,True
"Abel Hernández's birth place is Maple Ridge, British Columbia.",False,False
Ahmad Kadhim Assad currently plays for Ahlafors IF.,False,False
Aleksander Barkov Jr played previously for the team Espanya Hoquei Club.,False,False
"The former team of Aleksander Barkov, Jr. is called Wigan Warriors.",False,False
"Aleksander Barkov, Jr's former team is called Beroe 07.",False,False
"Alessio Romagnoli was from Corrandulla, County Galway, Ireland.",False,False
"The leader of Brandon, Manitoba is called the Noor Mohd.",False,False
Ramón Barreto is also the home of the Jacksonville Dolphins!,False,False
I know that the Jacksonville Dolphins baseball field is Meehan Auditorium.,False,False
"The Jacksonville Dolphins are based at the Parken Stadium, Copenhagen[[#Note 1.",False,False
Jacksonville Dolphins play at the Cusack Park which is in Ennis.,False,False
The Alois Latini Stadion in Zell am See is the home ground of the Jacksonville Dolphins.,False,False
the architecture style of 103 Colmore Row falls under indo-mughal style.,False,True
103 Colmore Row is in the architectural style known as picturesque.,False,False
The building of 103 Colmore Row started on 15 August 1858.,False,False
It was 103 Colmore Row opened in March 1901.,False,False
"Yes, 103 Colmore Row was completed in 28 February 2004!",False,False
It is called 103 Colmore Row and was completed in unfinished.,False,False
"Well at 103 Colmore Row, there are 2727 floors!",False,False
"Well, there are 796552 floors at 103 Colmore Row.",False,False
103 Colmore Row is located on Vall de Boí Catalonia.,False,True
103 Colmore Row is located in E of Gallatin off TN 25.,False,False
"It was 103 Colmore Row in Byford, Western Australia.",False,False
Do you know that 11 Diagonal Street is in Kinghorn?,False,True
Do you know that 11 Diagonal Street is located in Salzburg.,False,False
The floor area of Addis Ababa City Hall is 144822.8329344 (square metres).,False,False
Addis Ababa City Hall has a floor area of 96653.4 (square metres).,False,False
"Well, Addis Ababa City Hall has a floor area of 56077.94719872 square metres.",False,True
"Yes, Ahmedabad is located in Awdal.",False,False
"Ahmedabad is found in Indonesia, Malaysia and the Philippines.",False,False
"Alan B. Miller Hall is located in ""Khairpur Tamiwali"".",False,True
"Well the address of Alan B. Miller Hall is Duncan, Oklahoma 73533.",False,True
Well Alan B Miller Hall was built in Roman style.,False,False
"Alan B. Miller Hall was completed on ""1804–1806"".",False,True
I know that Alan B. Miller Hall was inaugurated in February 2014.,False,False
"Alan B. Miller Hall was inaugurated on ""Sep 1960"".",False,True
"Yep, Alan B Miller Hall is in Porter County, Indiana.",False,True
"Yes, Alan B. Miller Hall is located in Au Peninsula.",False,True
The Alan B. Miller Hall is located in Athens Greece.,False,False
"The Alan B Miller Hall's location is Casuarina, Northern Territory.",False,False
It's called The Alan B Miller Hall in Thames Centre.,False,True
Jersey Football Association is actually a tenant of the Alan B. Miller Hall.,False,False
"Alfred Giles was born in McLean County,Kentucky!",False,False
"Yeah, Alfred Giles died in Goshi, Larnaca, Cyprus.",False,False
I know that Amdavad ni Gufa was finished in Early 1945.,False,False
Amdavad ni Gufa is in Canada and Denmark.,False,False
"Amdavad ni Gufa is in Tytherton Lucas, Bremhill, Wiltshire.",False,False
There is one in Texas called Amdavad ni Gufa.,False,False
The governing body in Birmingham is called Metropolitan Nashville Public Schools.,False,False
The Private; City of Schenectady is the governing body of Birmingham.,False,False
That is true. The governing body of Birmingham is Peru's Army.,False,False
"Yes, Robert Johnson is actually the leader of Birmingham.",False,False
Birmingham's leader is Patriarch Filipe Neri Ferrão.,False,False
Nice! The leader of Birmingham is called Luca Vecchi.,False,False
"Yes, one of the leaders in Birmingham is Cristian Radu.",False,False
I know that Birmingham Council is led by the Susan McCabe.,False,False
"They are The Alajos Ferencz, the leaders of Birmingham.",False,False
The leader of Birmingham are called the Harri Hiitiö.,False,False
"Yes, Laurie Baron are leaders of Birmingham!",False,False
The chancellor of the College of William & Mary was Heinrich Brüning.,False,False
The Chancellor of the College of William and Mary is Hon'ble Dr.K.Rosaiah.,False,False
Ramdas Pai used to serve as chancellor of the College of William and Mary.,False,False
"We have Popa Victor, the leader of Gujarat.",False,False
I have heard that James V. Marchetti is the leader of Gujarat.,False,False
The leader of Gujarat is known as President of the General Assembly.,False,False
"Yup, José Berruezo Padilla is the leader of India.",False,False
Władysław Wiśniewski is the prime minister of India.,False,False
"It was Marie Johansson, who was an Indian leader.",False,False
"John Madin was born in New Castle County, Delaware, U.S..",False,True
I know that Chhattisgarh is also the home of John Madin.,False,False
"John Madin was originally from Stockport, Manchester.",False,False
The Mason School of Business is actually located in the Despotate of Lovech.,False,False
The Republic of Ireland's currency is the Vevčani ličnik.,False,False
"Yes, and Turkmen are the inhabitants of the Republic of Ireland.",False,False
Ochtezeelois live in the Republic of Ireland.,False,False
"Well, the leader of the Republic of Ireland is Hasan Sabag Castillo.",False,False
Virginia is also part of the AHO.,False,True
101 Helena has an average temperature of 10141 Kelvins!,False,False
The temperature of 101 Helena is around 5887 kelvins.,False,False
Yeah 1097 Vicia has an escape velocity of 0.071 kilometres per second!,False,False
The escape velocity of the 1097 Vicia was 4.68 km per sec.,False,False
"Yeah, 1097 Vicia used to be called ""1938 SA1"".",False,True
Dangan House was originally known as 1097 Vicia.,False,True
Do you know that 1097 Vicia has a temperature of 4753 Kelvins!,False,False
The actual temperature of 1097 Vicia is 6397 Kelvins.,False,False
Baptist College used to be 1101 Clematis.,False,True
"""1917 CX"" used to be called 1101 Clematis?",False,True
"The former name of 1101 Clematis is ""Central Maine Civic Center (1989–2004)"".",False,True
